"","ist","country_code","district_name","year","district_population","live_births","surviving_infants","under5pop","under15pop","cba_women","pregnant_women"
"15363","WA","NIE","ANINRI",2021,NA,8333.44307400416,7708.43484345385,41667.2153700208,99167.9725806495,45833.9369070229,10416.8038425052
"15364","WA","NIE","ANINRI",2022,NA,8583.44636622429,7939.68788875746,42917.2318311214,102143.011758069,47208.9550142336,10729.3079577804
"15365","WA","NIE","ANINRI",2023,NA,8840.94975721101,8177.87852542019,44204.7487860551,105207.302110811,48625.2236646606,11051.1871965138
"15366","WA","NIE","ANINRI",2024,NA,9106.17824992734,8423.21488118279,45530.8912496367,108363.521174135,50083.9803746004,11382.7228124092
"15367","WA","NIE","ANIOCHA NORTH",2018,NA,6112,5654,30562,72737,33618,7640
"15368","WA","NIE","ANIOCHA NORTH",2019,NA,6308,5835,31540,75065,34694,7885
"15369","WA","NIE","ANIOCHA NORTH",2020,NA,NA,6021.57074831302,32549.0310719623,77466.6939512702,35803.9341791585,8137.25776799057
"15370","WA","NIE","ANIOCHA NORTH",2021,NA,6718.12001325301,6214.26101225903,33590.600066265,79945.6281577108,36949.6600728916,8397.65001656626
"15371","WA","NIE","ANIOCHA NORTH",2022,NA,6933.09985367711,6413.11736465133,34665.4992683856,82503.8882587576,38132.0491952241,8666.37481709639
"15372","WA","NIE","ANIOCHA NORTH",2023,NA,7154.95904899478,6618.33712032017,35774.7952449739,85144.0126830378,39352.2747694713,8943.69881124347
"15373","WA","NIE","ANIOCHA NORTH",2024,NA,7383.91773856261,6830.12390817041,36919.588692813,87868.621088895,40611.5475620943,9229.89717320326
"15374","WA","NIE","ANIOCHA SOUTH",2018,NA,8208,7592,41038,97670,45142,10259
"15375","WA","NIE","ANIOCHA SOUTH",2019,NA,8470,7835,42351,100795,46586,10588
"15376","WA","NIE","ANIOCHA SOUTH",2020,NA,NA,8085.65416714389,43706.2387413183,104020.848204338,48076.8626154501,10926.5596853296
"15377","WA","NIE","ANIOCHA SOUTH",2021,NA,9020.9676762081,8344.39510049249,45104.8383810405,107349.515346876,49615.3222191445,11276.2095952601
"15378","WA","NIE","ANIOCHA SOUTH",2022,NA,9309.63864184676,8611.41574370825,46548.1932092338,110784.699837976,51203.0125301572,11637.0483023085
"15379","WA","NIE","ANIOCHA SOUTH",2023,NA,9607.54707838586,8886.98104750692,48037.7353919293,114329.810232792,52841.5089311222,12009.4338479823
"15380","WA","NIE","ANIOCHA SOUTH",2024,NA,9914.9885848942,9171.36444102714,49574.942924471,117988.364160241,54532.4372169181,12393.7357311178
"15381","WA","NIE","ANKA",2018,NA,8305,7682,41527,98834,45680,10382
"15382","WA","NIE","ANKA",2019,NA,8571,7928,42856,101997,47141,10714
"15383","WA","NIE","ANKA",2020,NA,NA,8182.03518321835,44227.2172065857,105260.776951674,48649.9389272442,11056.8043016464
"15384","WA","NIE","ANKA",2021,NA,9128.49763143928,8443.86030908133,45642.4881571964,108629.121814127,50206.736972916,11410.6220392991
"15385","WA","NIE","ANKA",2022,NA,9420.60955564534,8714.06383897194,47103.0477782267,112105.25371218,51813.3525560494,11775.7619445567
"15386","WA","NIE","ANKA",2023,NA,9722.06906142599,8992.91388181904,48610.3453071299,115692.621830969,53471.3798378429,12152.5863267825
"15387","WA","NIE","ANKA",2024,NA,10033.1752713916,9280.68712603725,50165.8763569581,119394.78572956,55182.4639926539,12541.4690892395
"15388","WA","NIE","ANKPA",2018,NA,15247,14104,76236,181442,83860,19059
"15389","WA","NIE","ANKPA",2019,NA,15705,14527,78523,186886,86376,19631
"15390","WA","NIE","ANKPA",2020,NA,NA,14962.62982624,80879.0801418377,192492.210737574,88966.9881560215,20219.7700354594
"15391","WA","NIE","ANKPA",2021,NA,16661.0905092186,15411.5087210272,83305.4525460928,198266.977059701,91635.9978007021,20826.3631365232
"15392","WA","NIE","ANKPA",2022,NA,17160.9232244951,15873.853982658,85804.6161224756,204214.986371492,94385.0777347232,21451.1540306189
"15393","WA","NIE","ANKPA",2023,NA,17675.75092123,16350.0696021377,88378.7546061499,210341.435962637,97216.6300667649,22094.6886515375
"15394","WA","NIE","ANKPA",2024,NA,18206.0234488669,16840.5716902019,91030.1172443344,216651.679041516,100133.128968768,22757.5293110836
"15395","WA","NIE","APA",2018,NA,5519,5105,27593,65671,30352,6898
"15396","WA","NIE","APA",2019,NA,5684,5258,28421,67641,31263,7105
"15397","WA","NIE","APA",2020,NA,NA,5415.53255484738,29273.148945121,69670.0944893879,32200.4638396331,7318.28723628024
"15398","WA","NIE","APA",2021,NA,6030.26868269492,5577.9985314928,30151.3434134746,71760.1973240695,33166.4777548221,7537.83585336865
"15399","WA","NIE","APA",2022,NA,6211.17674317577,5745.33848743758,31055.8837158788,73913.0032437916,34161.4720874667,7763.97092896971
"15400","WA","NIE","APA",2023,NA,6397.51204547104,5917.69864206071,31987.5602273552,76130.3933411054,35186.3162500907,7996.8900568388
"15401","WA","NIE","APA",2024,NA,6589.43740683517,6095.22960132253,32947.1870341758,78414.3051413385,36241.9057375934,8236.79675854396
"15402","WA","NIE","APAPA",2018,NA,12688,11737,63441,150990,69785,15860
"15403","WA","NIE","APAPA",2019,NA,13094,12112,65471,155821,72018,16368
"15404","WA","NIE","APAPA",2020,NA,NA,12499.7436849501,67566.1820808116,160807.513352332,74322.8002888927,16891.5455202029
"15405","WA","NIE","APAPA",2021,NA,13945.6599814795,12899.7354828685,69728.2999073975,165953.353779606,76701.1298981373,17432.0749768494
"15406","WA","NIE","APAPA",2022,NA,14391.9211008869,13312.5270183203,71959.6055044343,171263.861100554,79155.5660548777,17989.9013761086
"15407","WA","NIE","APAPA",2023,NA,14852.4625761152,13738.5278829066,74262.3128805762,176744.304655771,81688.5441686338,18565.578220144
"15408","WA","NIE","APAPA",2024,NA,15327.7413785509,14178.1607751596,76638.7068927546,182400.122404756,84302.5775820301,19159.6767231887
"15409","WA","NIE","ARDO-KOLA",2018,NA,4900,4532,24498,58306,26948,6125
"15410","WA","NIE","ARDO-KOLA",2019,NA,5042,4664,25209,59997,27730,6302
"15411","WA","NIE","ARDO-KOLA",2020,NA,NA,4798.89983087935,25939.9990858343,61737.1978242858,28533.9989944178,6484.99977145859
"15412","WA","NIE","ARDO-KOLA",2021,NA,5338.45181186471,4938.06792597486,26692.2590593236,63527.57656119,29361.4849652559,6673.06476483089
"15413","WA","NIE","ARDO-KOLA",2022,NA,5493.26691440878,5081.27189582813,27466.3345720439,65369.8762814645,30212.9680292483,6866.58364301098
"15414","WA","NIE","ARDO-KOLA",2023,NA,5652.57165492664,5228.62878080714,28262.8582746332,67265.602693627,31089.1441020965,7065.7145686583
"15415","WA","NIE","ARDO-KOLA",2024,NA,5816.49623291951,5380.25901545055,29082.4811645976,69216.3051717422,31990.7292810573,7270.62029114939
"15416","WA","NIE","AREWA DANDI",2018,NA,10618,9822,53091,126357,58400,13273
"15417","WA","NIE","AREWA DANDI",2019,NA,10947,10126,54737,130274,60211,13684
"15418","WA","NIE","AREWA DANDI",2020,NA,NA,10440.2684105491,56433.8833002653,134312.642254631,62077.2716302918,14108.4708250663
"15419","WA","NIE","AREWA DANDI",2021,NA,11636.6667365147,10763.9167312761,58183.3336825736,138476.334164525,64001.6670508309,14545.8334206434
"15420","WA","NIE","AREWA DANDI",2022,NA,11997.4034053467,11097.5981499457,59987.0170267333,142769.100523625,65985.7187294067,14996.7542566833
"15421","WA","NIE","AREWA DANDI",2023,NA,12369.3229109124,11441.623692594,61846.6145545621,147194.942639858,68031.2760100182,15461.6536386405
"15422","WA","NIE","AREWA DANDI",2024,NA,12752.7719211507,11796.3140270644,63763.8596057535,151757.985861693,70140.2455663288,15940.9649014384
"15423","WA","NIE","ARGUNGU",2018,NA,11279,10433,56396,134222,62035,14099
"15424","WA","NIE","ARGUNGU",2019,NA,11629,10757,58144,138382,63958,14536
"15425","WA","NIE","ARGUNGU",2020,NA,NA,11090.0691733292,59946.3198558336,142672.241256884,65940.951841417,14986.5799639584
"15426","WA","NIE","ARGUNGU",2021,NA,12360.9311542729,11433.8613177024,61804.6557713645,147095.080735847,67985.1213485009,15451.1639428411
"15427","WA","NIE","ARGUNGU",2022,NA,12744.1200200554,11788.3110185512,63720.6001002768,151655.028238659,70092.6601103045,15930.1500250692
"15428","WA","NIE","ARGUNGU",2023,NA,13139.1877406771,12153.7486601263,65695.9387033854,156356.334114057,72265.5325737239,16423.9846758463
"15429","WA","NIE","ARGUNGU",2024,NA,13546.5025606381,12530.5148685902,67732.5128031903,161203.380471593,74505.7640835093,16933.1282007976
"15430","WA","NIE","AROCHUKWU",2018,NA,9373,8670,46865,111539,51552,11716
"15431","WA","NIE","AROCHUKWU",2019,NA,9626,8904,48131,114551,52944,12033
"15432","WA","NIE","AROCHUKWU",2020,NA,250412.869316804,9144.55970839704,49430.0524778218,117643.524897216,54373.057725604,12357.5131194555
"15433","WA","NIE","AROCHUKWU",2021,NA,10152.9327789446,9391.46282052375,50764.663894723,120819.900069441,55841.1302841953,12691.1659736808
"15434","WA","NIE","AROCHUKWU",2022,NA,10427.0619639761,9645.03231667789,52135.3098198805,124082.037371316,57348.8408018686,13033.8274549701
"15435","WA","NIE","AROCHUKWU",2023,NA,10708.5926370035,9905.44818922819,53542.9631850173,127432.252380341,58897.259503519,13385.7407962543
"15436","WA","NIE","AROCHUKWU",2024,NA,10997.7246382025,10172.8952903374,54988.6231910127,130872.92319461,60487.485510114,13747.1557977532
"15437","WA","NIE","ASA",2018,NA,7211,6670,36053,85807,39659,9013
"15438","WA","NIE","ASA",2019,NA,7427,6870,37135,88381,40848,9284
"15439","WA","NIE","ASA",2020,NA,NA,7076.03842889607,38248.8563724112,91032.2781663386,42073.7420096523,9562.2140931028
"15440","WA","NIE","ASA",2021,NA,7879.26441271671,7288.31958176295,39396.3220635835,93763.2465113288,43335.9542699419,9849.08051589588
"15441","WA","NIE","ASA",2022,NA,8115.64234509821,7506.96916921584,40578.211725491,96576.1439066687,44636.0328980401,10144.5529313728
"15442","WA","NIE","ASA",2023,NA,8359.11161545115,7732.17824429232,41795.5580772558,99473.4282238687,45975.1138849813,10448.8895193139
"15443","WA","NIE","ASA",2024,NA,8609.88496391469,7964.14359162108,43049.4248195734,102457.631070585,47354.3673015308,10762.3562048934
"15444","WA","NIE","ASARI-TORU",2018,NA,13150,12164,65750,156485,72325,16438
"15445","WA","NIE","ASARI-TORU",2019,NA,13597,12577,67986,161806,74784,16996
"15446","WA","NIE","ASARI-TORU",2020,NA,NA,13004.9686384961,70297.1277756544,167307.164106058,77326.8405532199,17574.2819439136
"15447","WA","NIE","ASARI-TORU",2021,NA,14537.4460240053,13447.1375722049,72687.2301200267,172995.607685664,79955.9531320294,18171.8075300067
"15448","WA","NIE","ASARI-TORU",2022,NA,15031.7191888215,13904.3402496599,75158.5959441076,178877.458346976,82674.4555385183,18789.6489860269
"15449","WA","NIE","ASARI-TORU",2023,NA,15542.7976412415,14377.0878181483,77713.9882062073,184959.291930773,85485.387026828,19428.4970515518
"15450","WA","NIE","ASARI-TORU",2024,NA,16071.2527610437,14865.9088039654,80356.2638052183,191247.90785642,88391.8901857401,20089.0659513046
"15451","WA","NIE","ASKIRA-UBA",2018,NA,8250,7632,41252,98179,45377,10313
"15452","WA","NIE","ASKIRA-UBA",2019,NA,8531,7891,42654,101517,46920,10664
"15453","WA","NIE","ASKIRA/UBA",2020,NA,NA,8159.33268631786,44104.5010071236,104968.712396954,48514.9511078359,11026.1252517809
"15454","WA","NIE","ASKIRA/UBA",2021,NA,9120.81080827315,8436.74999765267,45604.0540413658,108537.648618451,50164.4594455023,11401.0135103414
"15455","WA","NIE","ASKIRA/UBA",2022,NA,9430.91837575444,8723.59949757286,47154.5918787722,112227.928671478,51870.0510666494,11788.647969693
"15456","WA","NIE","ASKIRA/UBA",2023,NA,9751.56960053009,9020.20188049033,48757.8480026505,116043.678246308,53633.6328029155,12189.4620006626
"15457","WA","NIE","ASKIRA/UBA",2024,NA,10083.1229669481,9326.88874442701,50415.6148347406,119989.163306683,55457.1763182146,12603.9037086851
"15458","WA","NIE","ATAKUNMOSA EAST",2018,NA,4448,4114,22239,52930,24463,5560
"15459","WA","NIE","ATAKUNMOSA EAST",2019,NA,4590,4246,22951,54624,25246,5738
"15460","WA","NIE","ATAKUNMOSA EAST",2020,NA,NA,4381.82833044482,23685.5585429449,56371.629332209,26054.1143972394,5921.38963573624
"15461","WA","NIE","ATAKUNMOSA EAST",2021,NA,4888.69928326384,4522.04683701905,24443.4964163192,58175.5214708397,26887.8460579511,6110.8741040798
"15462","WA","NIE","ATAKUNMOSA EAST",2022,NA,5045.13766032828,4666.75233580366,25225.6883016414,60037.1381579065,27748.2571318055,6306.42207541035
"15463","WA","NIE","ATAKUNMOSA EAST",2023,NA,5206.58206545879,4816.08841054938,26032.9103272939,61958.3265789596,28636.2013600233,6508.22758182348
"15464","WA","NIE","ATAKUNMOSA EAST",2024,NA,5373.19269155347,4970.20323968696,26865.9634577673,63940.9930294862,29552.5598035441,6716.49086444183
"15465","WA","NIE","ATAKUNMOSA WEST",2018,NA,4007,3706,20035,47683,22038,5009
"15466","WA","NIE","ATAKUNMOSA WEST",2019,NA,4135,3825,20676,49208,22743,5169
"15467","WA","NIE","ATAKUNMOSA WEST",2020,NA,NA,3947.42367923571,21337.425293166,50783.0721977351,23471.1678224826,5334.3563232915
"15468","WA","NIE","ATAKUNMOSA WEST",2021,NA,4404.04458050946,4073.74123697125,22020.2229025473,52408.1305080626,24222.245192802,5505.05572563683
"15469","WA","NIE","ATAKUNMOSA WEST",2022,NA,4544.97400708577,4204.10095655434,22724.8700354288,54085.1906843206,24997.3570389717,5681.21750885721
"15470","WA","NIE","ATAKUNMOSA WEST",2023,NA,4690.41317531251,4338.63218716407,23452.0658765626,55815.9167862189,25797.2724642188,5863.01646914064
"15471","WA","NIE","ATAKUNMOSA WEST",2024,NA,4840.50639692251,4477.46841715332,24202.5319846126,57602.0261233779,26622.7851830738,6050.63299615314
"15472","WA","NIE","ATIBA",2018,NA,10139,9379,50695,120654,55764,12674
"15473","WA","NIE","ATIBA",2019,NA,10484,9697,52418,124756,57660,13105
"15474","WA","NIE","ATIBA",2020,NA,NA,10027.1203447981,54200.6505124221,128997.548219565,59620.7155636643,13550.1626281055
"15475","WA","NIE","ATIBA",2021,NA,11208.6945259689,10368.0424365212,56043.4726298445,133383.46485903,61647.8198928289,14010.8681574611
"15476","WA","NIE","ATIBA",2022,NA,11589.7901398518,10720.5558793629,57948.9506992592,137918.502664237,63743.8457691851,14487.2376748148
"15477","WA","NIE","ATIBA",2023,NA,11983.8430046068,11085.0547792613,59919.215023034,142607.731754821,65911.1365253374,14979.8037557585
"15478","WA","NIE","ATIBA",2024,NA,12391.2936667634,11461.9466417562,61956.4683338172,147456.394634485,68152.1151671989,15489.1170834543
"15479","WA","NIE","ATISBO",2018,NA,6619,6123,33097,78770,36406,8274
"15480","WA","NIE","ATISBO",2019,NA,6844,6331,34222,81448,37644,8556
"15481","WA","NIE","ATISBO",2020,NA,NA,6546.3266033451,35385.5492072708,84217.6071133045,38924.1041279979,8846.3873018177
"15482","WA","NIE","ATISBO",2021,NA,7317.7315760636,6768.90170785884,36588.657880318,87081.0057551569,40247.5236683498,9147.16447007951
"15483","WA","NIE","ATISBO",2022,NA,7566.53444964977,6999.04436592604,37832.6722482488,90041.7599508322,41615.9394730737,9458.16806206221
"15484","WA","NIE","ATISBO",2023,NA,7823.79662093786,7237.01187436752,39118.9831046893,93103.1797891605,43030.8814151582,9779.74577617233
"15485","WA","NIE","ATISBO",2024,NA,8089.80570604975,7483.07027809601,40449.0285302487,96268.687901992,44493.9313832736,10112.2571325622
"15486","WA","NIE","AUGIE",2018,NA,6767,6260,33836,80531,37220,8459
"15487","WA","NIE","AUGIE",2019,NA,6977,6454,34885,83027,38374,8721
"15488","WA","NIE","AUGIE",2020,NA,NA,6653.84861744319,35966.7492834767,85600.8632946746,39563.4242118244,8991.68732086918
"15489","WA","NIE","AUGIE",2021,NA,7416.3437022529,6860.11792458393,37081.7185112645,88254.4900568095,40789.8903623909,9270.42962781612
"15490","WA","NIE","AUGIE",2022,NA,7646.25035702274,7072.78158024603,38231.2517851137,90990.3792485706,42054.3769636251,9557.81294627842
"15491","WA","NIE","AUGIE",2023,NA,7883.28411809044,7292.03780923366,39416.4205904522,93811.0810052763,43358.0626494974,9854.10514761305
"15492","WA","NIE","AUGIE",2024,NA,8127.66592575124,7518.0909813199,40638.3296287562,96719.2245164398,44702.1625916318,10159.5824071891
"15493","WA","NIE","AUYO",2018,NA,7441,6883,37204,88546,40925,9301
"15494","WA","NIE","AUYO",2019,NA,7657,7082,38283,91114,42111,9571
"15495","WA","NIE","AUYO",2020,NA,NA,7287.76218147405,39393.3090890489,93756.0756319364,43332.6399979538,9848.32727226223
"15496","WA","NIE","AUYO",2021,NA,8107.14301052626,7499.1072847368,40535.7150526313,96475.0018252625,44589.2865578944,10133.9287631578
"15497","WA","NIE","AUYO",2022,NA,8342.25015783153,7716.58139599416,41711.2507891576,99272.7768781952,45882.3758680734,10427.8126972894
"15498","WA","NIE","AUYO",2023,NA,8584.17541240864,7940.36225647799,42920.8770620432,102151.687407663,47212.9647682475,10730.2192655108
"15499","WA","NIE","AUYO",2024,NA,8833.11649936849,8170.63276191585,44165.5824968424,105114.086342485,48582.1407465267,11041.3956242106
"15500","WA","NIE","AWE",2018,NA,6420,5939,32101,76400,35311,8025
"15501","WA","NIE","AWE",2019,NA,6613,6117,33064,78692,36370,8266
"15502","WA","NIE","AWE",2020,NA,NA,6300.29620037605,34055.6551371679,81052.4592264595,37461.2206508846,8513.91378429196
"15503","WA","NIE","AWE",2021,NA,7015.46495825658,6489.30508638734,35077.3247912829,83484.0330032533,38585.0572704112,8769.33119782072
"15504","WA","NIE","AWE",2022,NA,7225.92890700428,6683.98423897895,36129.6445350214,85988.5539933509,39742.6089885235,9032.41113375534
"15505","WA","NIE","AWE",2023,NA,7442.7067742144,6884.50376614832,37213.533871072,88568.2106131514,40934.8872581792,9303.383467768
"15506","WA","NIE","AWE",2024,NA,7665.98797744083,7091.03887913277,38329.9398872042,91225.2569315459,42162.9338759246,9582.48497180104
"15507","WA","NIE","AWGU",2018,NA,11300,10452,56498,134466,62148,14125
"15508","WA","NIE","AWGU",2019,NA,11639,10766,58193,138500,64013,14548
"15509","WA","NIE","AWGU",2020,NA,NA,11088.7317441444,59939.0905088885,142655.035411155,65932.9995597774,14984.7726272221
"15510","WA","NIE","AWGU",2021,NA,12347.452644831,11421.3936964687,61737.2632241552,146934.686473489,67910.9895465707,15434.3158060388
"15511","WA","NIE","AWGU",2022,NA,12717.876224176,11764.0355073628,63589.3811208798,151342.727067694,69948.3192329678,15897.34528022
"15512","WA","NIE","AWGU",2023,NA,13099.4125109012,12116.9565725837,65497.0625545062,155883.008879725,72046.7688099568,16374.2656386266
"15513","WA","NIE","AWGU",2024,NA,13492.3948862283,12480.4652697612,67461.9744311414,160559.499146117,74208.1718742555,16865.4936077853
"15514","WA","NIE","AWKA NORTH",2018,NA,6274,5803,31370,74661,34507,7843
"15515","WA","NIE","AWKA NORTH",2019,NA,6450,5966,32249,76751,35473,8062
"15516","WA","NIE","AWKA NORTH",2020,NA,NA,6133.02273273672,33151.4742310093,78900.5086698021,36466.6216541102,8287.86855775232
"15517","WA","NIE","AWKA NORTH",2021,NA,6815.94310189551,6304.74736925335,34079.7155094776,81109.7229125566,37487.6870604253,8519.92887736939
"15518","WA","NIE","AWKA NORTH",2022,NA,7006.78950874858,6481.28029559244,35033.9475437429,83380.7951541082,38537.3422981172,8758.48688593573
"15519","WA","NIE","AWKA NORTH",2023,NA,7202.97961499354,6662.75614386903,36014.8980749677,85715.4574184232,39616.3878824645,9003.72451874193
"15520","WA","NIE","AWKA NORTH",2024,NA,7404.66304421336,6849.31331589736,37023.3152210668,88115.490226139,40725.6467431735,9255.8288052667
"15521","WA","NIE","AWKA SOUTH",2018,NA,10533,9743,52665,125343,57931,13166
"15522","WA","NIE","AWKA SOUTH",2019,NA,10828,10016,54140,128852,59554,13535
"15523","WA","NIE","AWKA SOUTH",2020,NA,NA,10296.2650486746,55655.4867495922,132460.058464029,61221.0354245514,13913.871687398
"15524","WA","NIE","AWKA SOUTH",2021,NA,11442.7680757162,10584.5604700374,57213.8403785808,136168.940101022,62935.2244164388,14303.4600946452
"15525","WA","NIE","AWKA SOUTH",2022,NA,11763.1655818362,10880.9281631985,58815.827909181,139981.670423851,64697.4107000991,14703.9569772953
"15526","WA","NIE","AWKA SOUTH",2023,NA,12092.5342181276,11185.594151768,60462.6710906381,143901.157195719,66508.9381997019,15115.6677726595
"15527","WA","NIE","AWKA SOUTH",2024,NA,12431.1251762352,11498.7907880175,62155.6258811759,147930.389597199,68371.1884692935,15538.906470294
"15528","WA","NIE","AYAMELUM",2018,NA,8826,8164,44130,105028,48543,11032
"15529","WA","NIE","AYAMELUM",2019,NA,9073,8393,45365,107969,49902,11341
"15530","WA","NIE","AYAMELUM",2020,NA,NA,8627.55870890899,46635.4524805891,110992.376903802,51298.997728648,11658.8631201473
"15531","WA","NIE","AYAMELUM",2021,NA,9588.24903000913,8869.13035275844,47941.2451500456,114100.163457109,52735.3696650502,11985.3112875114
"15532","WA","NIE","AYAMELUM",2022,NA,9856.72000284938,9117.46600263568,49283.6000142469,117294.968033908,54211.9600156716,12320.9000035617
"15533","WA","NIE","AYAMELUM",2023,NA,10132.7081629292,9372.75505070948,50663.5408146458,120579.227138857,55729.8948961104,12665.8852036615
"15534","WA","NIE","AYAMELUM",2024,NA,10416.4239914912,9635.19219212934,52082.1199574559,123955.445498745,57290.3319532015,13020.529989364
"15535","WA","NIE","AYEDADE",2018,NA,8779,8121,43895,104469,48284,10974
"15536","WA","NIE","AYEDADE",2019,NA,9060,8380,45299,107812,49829,11325
"15537","WA","NIE","AYEDIRE",2018,NA,4427,4095,22137,52686,24351,5534
"15538","WA","NIE","AYEDIRE",2019,NA,4569,4226,22845,54372,25130,5711
"15539","WA","NIE","BABURA",2018,NA,11731,10851,58653,139594,64518,14663
"15540","WA","NIE","BABURA",2019,NA,12071,11165,60354,143642,66389,15088
"15541","WA","NIE","BABURA",2020,NA,NA,11489.2356703883,62103.9765966937,147807.464300131,68314.3742563631,15525.9941491734
"15542","WA","NIE","BABURA",2021,NA,12780.9983835996,11822.4235048296,63904.9919179978,152093.880764835,70295.4911097976,15976.2479794995
"15543","WA","NIE","BABURA",2022,NA,13151.647336724,12165.2737864697,65758.2366836198,156504.603307015,72334.0603519817,16439.5591709049
"15544","WA","NIE","BABURA",2023,NA,13533.0451094889,12518.0667262773,67665.2255474447,161043.236802918,74431.7481021892,16916.3063868612
"15545","WA","NIE","BABURA",2024,NA,13925.5034176641,12881.0906613393,69627.5170883206,165713.490670203,76590.2687971527,17406.8792720802
"15546","WA","NIE","BADAGRY",2018,NA,14073,13018,70367,167474,77404,17592
"15547","WA","NIE","BADAGRY",2019,NA,14524,13435,72619,172833,79881,18155
"15548","WA","NIE","BADAGRY",2020,NA,NA,13864.43216494,74942.8765672432,178364.046230039,82437.1642239675,18735.7191418108
"15549","WA","NIE","BADAGRY",2021,NA,15468.209723479,14308.0939942181,77341.0486173949,184071.6957094,85075.1534791344,19335.2621543487
"15550","WA","NIE","BADAGRY",2022,NA,15963.1924346303,14765.953002033,79815.9621731516,189961.989972101,87797.5583904667,19953.9905432879
"15551","WA","NIE","BADAGRY",2023,NA,16474.0145925385,15238.4634980981,82370.0729626924,196040.773651208,90607.0802589617,20592.5182406731
"15552","WA","NIE","BADAGRY",2024,NA,17001.1830594997,15726.0943300372,85005.9152974986,202314.078408047,93506.5068272484,21251.4788243746
"15553","WA","NIE","BADE",2018,NA,8449,7815,42244,100541,46468,10561
"15554","WA","NIE","BADE",2019,NA,8745,8089,43723,104060,48095,10931
"15555","WA","NIE","BAGUDO",2020,NA,NA,13491.6769689265,72927.9836158191,173568.60100565,80220.7819774011,18231.9959039548
"15556","WA","NIE","BAGUDO",2021,NA,15037.7502215819,13909.9189549633,75188.7511079095,178949.227636825,82707.6262187005,18797.1877769774
"15557","WA","NIE","BAGUDO",2022,NA,15503.9204784509,14341.1264425671,77519.6023922547,184496.653693566,85271.5626314802,19379.9005980637
"15558","WA","NIE","BAGUDO",2023,NA,15984.5420132829,14785.7013622867,79922.7100664146,190216.049958067,87914.9810730561,19980.6775166037
"15559","WA","NIE","BAGUDO",2024,NA,16480.0628156947,15244.0581045176,82400.3140784735,196112.747506767,90640.3454863208,20600.0785196184
"15560","WA","NIE","BAGUDU",2018,NA,13722,12693,68608,163288,75469,17152
"15561","WA","NIE","BAGUDU",2019,NA,14147,13086,70735,168350,77809,17684
"15562","WA","NIE","BAGWAI",2018,NA,9617,8896,48085,114443,52894,12021
"15563","WA","NIE","BAGWAI",2019,NA,9934,9189,49672,118220,54639,12418
"15564","WA","NIE","BAGWAI",2020,NA,NA,9492.61763326245,51311.4466662835,122121.243065755,56442.5913329118,12827.8616665709
"15565","WA","NIE","BAGWAI",2021,NA,10600.9448812542,9805.87401516011,53004.7244062708,126151.244086925,58305.1968468979,13251.1811015677
"15566","WA","NIE","BAGWAI",2022,NA,10950.7760623355,10129.4678576604,54753.8803116778,130314.235141793,60229.2683428455,13688.4700779194
"15567","WA","NIE","BAGWAI",2023,NA,11312.1516723926,10463.7402969632,56560.7583619631,134614.604901472,62216.8341981594,14140.1895904908
"15568","WA","NIE","BAGWAI",2024,NA,11685.4526775816,10809.043726763,58427.2633879079,139056.886863221,64269.9897266987,14606.815846977
"15569","WA","NIE","BAKASSI",2018,NA,1826,1689,9128,21724,10040,2282
"15570","WA","NIE","BAKASSI",2019,NA,1878,1738,9392,22354,10332,2348
"15571","WA","NIE","BAKASSI",2020,NA,NA,1787.97265359381,9664.71704645305,23002.0265705583,10631.1887510984,2416.17926161326
"15572","WA","NIE","BAKASSI",2021,NA,1988.99876816004,1839.82386054803,9944.99384080019,23669.0853411044,10939.4932248802,2486.24846020005
"15573","WA","NIE","BAKASSI",2022,NA,2046.67973243668,1893.17875250393,10233.3986621834,24355.4888159965,11256.7385284017,2558.34966554585
"15574","WA","NIE","BAKASSI",2023,NA,2106.03344467734,1948.08093632654,10530.1672233867,25061.7979916604,11583.1839457254,2632.54180584668
"15575","WA","NIE","BAKASSI",2024,NA,2167.10841457298,2004.57528348001,10835.5420728649,25788.5901334185,11919.0962801514,2708.88551821623
"15576","WA","NIE","BAKORI",2018,NA,8519,7880,42593,101372,46853,10648
"15577","WA","NIE","BAKORI",2019,NA,8774,8116,43871,104414,48258,10968
"15578","WA","NIE","BAKORI",2020,NA,NA,8359.67047227931,45187.4079582666,107546.030940674,49706.1487540932,11296.8519895666
"15579","WA","NIE","BAKORI",2021,NA,9308.60603940291,8610.46058644769,46543.0301970146,110772.411868895,51197.333216716,11635.7575492536
"15580","WA","NIE","BAKORI",2022,NA,9587.864220585,8868.77440404112,47939.321102925,114095.584224961,52733.2532132175,11984.8302757313
"15581","WA","NIE","BAKORI",2023,NA,9875.50014720255,9134.83763616236,49377.5007360127,117518.45175171,54315.250809614,12344.3751840032
"15582","WA","NIE","BAKORI",2024,NA,10171.7651516186,9408.88276524723,50858.8257580931,121044.005304262,55944.7083339024,12714.7064395233
"15583","WA","NIE","BAKURA",2018,NA,10910,10092,54552,129833,60007,13638
"15584","WA","NIE","BAKURA",2019,NA,11259,10415,56297,133987,61927,14074
"15585","WA","NIE","BAKURA",2020,NA,NA,10748.2659960601,58098.7351138382,138274.989570935,63908.608625222,14524.6837784595
"15586","WA","NIE","BAKURA",2021,NA,11991.5789274962,11092.210507934,59957.894637481,142699.789237205,65953.6841012291,14989.4736593702
